query_id	entity_id	entity_type	genre	web_search?	wiki_text?	unknown?
EDL14_ENG_3032	E0733348	PER	NW	N	N	N
EDL14_ENG_3033	E0603984	PER	DF	N	N	N
EDL14_ENG_3034	E0401466	GPE	DF	N	Y	N
EDL14_ENG_3035	NIL0031	PER	DF	N	N	Y
EDL14_ENG_3036	E0190678	ORG	WB	N	Y	N
EDL14_ENG_3037	NIL0704	PER	DF	N	N	Y
EDL14_ENG_3038	NIL0705	GPE	WB	Y	Y	N
EDL14_ENG_3039	NIL0031	PER	DF	N	Y	Y
EDL14_ENG_3040	E0733348	PER	NW	N	N	N
EDL14_ENG_3041	NIL0705	GPE	WB	Y	Y	N
EDL14_ENG_3042	E0742724	PER	NW	N	N	N
EDL14_ENG_3043	E0384955	PER	DF	N	Y	N
EDL14_ENG_3044	E0484023	PER	DF	N	N	N
EDL14_ENG_3045	E0685180	GPE	WB	N	Y	N
EDL14_ENG_3046	NIL0706	PER	DF	N	N	Y
EDL14_ENG_3047	NIL0234	GPE	NW	N	N	N
EDL14_ENG_3048	E0235345	ORG	NW	N	N	N
EDL14_ENG_3049	E0259868	GPE	NW	N	N	N
EDL14_ENG_3050	E0806579	PER	WB	N	Y	N
EDL14_ENG_3051	NIL0116	PER	WB	N	Y	N
EDL14_ENG_3052	E0819391	PER	DF	N	N	N
EDL14_ENG_3053	E0498479	PER	WB	N	Y	N
EDL14_ENG_3054	E0357690	PER	NW	N	Y	N
EDL14_ENG_3055	NIL0103	PER	WB	Y	N	Y
EDL14_ENG_3056	NIL0115	GPE	DF	N	Y	N
EDL14_ENG_3057	E0432984	PER	NW	N	N	N
EDL14_ENG_3058	NIL0562	PER	DF	N	N	N
EDL14_ENG_3059	E0588093	PER	DF	N	N	N
EDL14_ENG_3060	NIL0707	PER	DF	N	N	Y
EDL14_ENG_3061	NIL0104	GPE	NW	N	N	N
EDL14_ENG_3062	E0383874	PER	WB	N	Y	N
EDL14_ENG_3063	NIL0252	PER	DF	N	N	Y
EDL14_ENG_3064	NIL0708	PER	NW	N	Y	N
EDL14_ENG_3065	NIL0044	ORG	WB	N	Y	N
EDL14_ENG_3066	NIL0317	PER	DF	N	N	Y
EDL14_ENG_3067	E0748134	ORG	WB	N	N	N
EDL14_ENG_3068	NIL0709	PER	WB	N	N	N
EDL14_ENG_3069	E0578237	GPE	NW	N	Y	N
EDL14_ENG_3070	E0285627	PER	WB	Y	Y	N
EDL14_ENG_3071	NIL0371	PER	WB	N	N	N
EDL14_ENG_3072	E0475237	PER	DF	N	N	N
EDL14_ENG_3073	NIL0457	PER	WB	N	Y	N
EDL14_ENG_3074	E0173926	PER	WB	N	N	N
EDL14_ENG_3075	NIL0710	PER	WB	Y	N	N
EDL14_ENG_3076	NIL0711	PER	NW	N	N	N
EDL14_ENG_3077	E0240157	GPE	WB	N	N	N
EDL14_ENG_3078	NIL0108	GPE	DF	Y	N	N
EDL14_ENG_3079	E0179050	PER	DF	N	Y	N
EDL14_ENG_3080	E0375368	PER	DF	N	Y	N
EDL14_ENG_3081	E0801845	PER	DF	N	Y	N
EDL14_ENG_3082	E0149263	GPE	DF	N	Y	N
EDL14_ENG_3083	E0679687	GPE	DF	N	N	N
EDL14_ENG_3084	NIL0595	PER	DF	N	N	Y
EDL14_ENG_3085	E0278603	PER	DF	Y	Y	N
EDL14_ENG_3086	NIL0143	ORG	WB	Y	N	N
EDL14_ENG_3087	NIL0081	PER	DF	N	N	Y
EDL14_ENG_3088	NIL0648	ORG	DF	Y	Y	N
EDL14_ENG_3089	NIL0712	PER	WB	N	N	Y
EDL14_ENG_3090	E0456508	PER	WB	N	Y	N
EDL14_ENG_3091	NIL0668	PER	DF	N	N	Y
EDL14_ENG_3092	E0371752	PER	WB	N	Y	N
EDL14_ENG_3093	E0066984	PER	NW	Y	Y	N
EDL14_ENG_3094	E0263422	GPE	WB	N	N	N
EDL14_ENG_3095	NIL0713	ORG	NW	N	N	N
EDL14_ENG_3096	NIL0394	PER	WB	N	N	Y
EDL14_ENG_3097	E0622606	PER	DF	Y	N	N
EDL14_ENG_3098	E0748134	ORG	DF	N	Y	N
EDL14_ENG_3099	NIL0274	PER	WB	N	N	N
EDL14_ENG_3100	E0481650	GPE	WB	N	Y	N
EDL14_ENG_3101	E0731783	PER	DF	N	N	N
EDL14_ENG_3102	NIL0714	GPE	WB	Y	Y	N
EDL14_ENG_3103	NIL0007	PER	DF	N	N	Y
EDL14_ENG_3104	E0819391	PER	DF	N	N	N
EDL14_ENG_3105	E0373654	GPE	WB	N	Y	N
EDL14_ENG_3106	NIL0384	PER	WB	N	Y	N
EDL14_ENG_3107	E0397283	GPE	WB	N	Y	N
EDL14_ENG_3108	E0456787	ORG	WB	N	Y	N
EDL14_ENG_3109	NIL0035	ORG	DF	Y	N	N
EDL14_ENG_3110	E0787371	ORG	DF	N	Y	N
EDL14_ENG_3111	E0596446	ORG	WB	N	N	N
EDL14_ENG_3112	NIL0706	PER	DF	N	N	Y
EDL14_ENG_3113	E0521421	PER	NW	N	N	N
EDL14_ENG_3114	E0261717	PER	DF	N	Y	N
EDL14_ENG_3115	E0629641	PER	NW	N	Y	N
EDL14_ENG_3116	NIL0598	PER	DF	N	N	Y
EDL14_ENG_3117	E0650852	ORG	NW	N	Y	N
EDL14_ENG_3118	E0162797	PER	DF	N	N	N
EDL14_ENG_3119	NIL0182	PER	NW	Y	Y	N
EDL14_ENG_3120	NIL0595	PER	DF	N	N	Y
EDL14_ENG_3121	NIL0715	PER	NW	N	N	N
EDL14_ENG_3122	E0258848	PER	DF	Y	Y	N
EDL14_ENG_3123	E0383874	PER	WB	N	Y	N
EDL14_ENG_3124	NIL0604	PER	WB	N	Y	N
EDL14_ENG_3125	E0664530	GPE	NW	N	N	N
EDL14_ENG_3126	NIL0716	PER	DF	N	N	Y
EDL14_ENG_3127	E0162920	GPE	NW	N	N	N
EDL14_ENG_3128	E0039758	PER	DF	N	Y	N
EDL14_ENG_3129	NIL0146	PER	WB	N	N	N
EDL14_ENG_3130	NIL0717	PER	NW	N	Y	N
EDL14_ENG_3131	E0742724	PER	NW	N	N	N
EDL14_ENG_3132	E0203366	GPE	NW	Y	Y	N
EDL14_ENG_3133	E0448175	ORG	WB	N	Y	N
EDL14_ENG_3134	NIL0112	PER	WB	N	N	Y
EDL14_ENG_3135	E0771566	PER	WB	N	N	N
EDL14_ENG_3136	E0373950	GPE	WB	N	N	N
EDL14_ENG_3137	E0814522	PER	DF	N	N	N
EDL14_ENG_3139	NIL0164	PER	DF	N	N	Y
EDL14_ENG_3140	NIL0173	PER	NW	Y	Y	N
EDL14_ENG_3141	E0518136	GPE	NW	N	N	N
EDL14_ENG_3142	E0633748	GPE	WB	N	Y	N
EDL14_ENG_3143	NIL0718	PER	WB	Y	Y	N
EDL14_ENG_3144	E0066984	PER	NW	Y	Y	N
EDL14_ENG_3145	E0731167	GPE	WB	N	N	N
EDL14_ENG_3146	E0793722	GPE	WB	N	Y	N
EDL14_ENG_3147	NIL0551	PER	DF	N	N	Y
EDL14_ENG_3148	E0566375	PER	DF	N	N	N
EDL14_ENG_3149	NIL0007	PER	DF	N	Y	Y
EDL14_ENG_3150	NIL0678	PER	DF	N	N	Y
EDL14_ENG_3151	NIL0611	PER	WB	N	Y	N
EDL14_ENG_3152	E0679687	GPE	WB	N	Y	N
EDL14_ENG_3153	E0705785	GPE	NW	N	N	N
EDL14_ENG_3154	E0792701	PER	WB	N	Y	N
EDL14_ENG_3155	E0625376	GPE	NW	N	Y	N
EDL14_ENG_3156	E0514805	PER	NW	N	N	N
EDL14_ENG_3157	E0379870	PER	DF	N	N	N
EDL14_ENG_3158	NIL0072	PER	DF	N	N	Y
EDL14_ENG_3159	NIL0347	PER	WB	N	N	Y
EDL14_ENG_3160	NIL0719	PER	DF	N	Y	Y
EDL14_ENG_3161	E0415113	GPE	WB	N	Y	N
EDL14_ENG_3162	E0597018	PER	WB	Y	N	N
EDL14_ENG_3163	NIL0581	ORG	NW	N	N	N
EDL14_ENG_3164	E0540204	ORG	NW	N	Y	N
EDL14_ENG_3165	E0305910	PER	NW	N	N	N
EDL14_ENG_3166	E0173529	ORG	WB	N	Y	N
EDL14_ENG_3167	NIL0112	PER	WB	N	N	Y
EDL14_ENG_3168	NIL0149	PER	DF	N	N	Y
EDL14_ENG_3169	E0601527	ORG	DF	N	N	N
EDL14_ENG_3170	NIL0466	PER	WB	N	Y	N
EDL14_ENG_3171	E0403848	PER	DF	N	N	N
EDL14_ENG_3172	NIL0331	PER	NW	N	Y	N
EDL14_ENG_3173	NIL0013	PER	DF	N	N	Y
EDL14_ENG_3174	E0176496	GPE	NW	N	Y	N
EDL14_ENG_3175	E0719804	PER	DF	N	Y	N
EDL14_ENG_3176	E0416328	PER	DF	N	N	N
EDL14_ENG_3177	E0787907	GPE	NW	Y	N	N
EDL14_ENG_3178	NIL0100	PER	NW	N	Y	N
EDL14_ENG_3180	NIL0720	PER	WB	N	Y	N
EDL14_ENG_3181	NIL0721	PER	WB	Y	Y	N
EDL14_ENG_3182	E0202997	ORG	WB	N	N	N
EDL14_ENG_3183	E0122704	PER	DF	N	N	N
EDL14_ENG_3184	E0119359	ORG	NW	N	Y	N
EDL14_ENG_3185	NIL0106	PER	DF	Y	N	Y
EDL14_ENG_3186	NIL0107	ORG	NW	Y	Y	N
EDL14_ENG_3188	NIL0722	ORG	NW	Y	Y	N
EDL14_ENG_3189	NIL0191	ORG	NW	Y	Y	N
EDL14_ENG_3190	NIL0723	PER	WB	N	N	N
EDL14_ENG_3191	NIL0062	PER	DF	Y	Y	Y
EDL14_ENG_3192	E0108458	PER	NW	N	Y	N
EDL14_ENG_3193	E0287282	ORG	NW	N	N	N
EDL14_ENG_3194	E0338923	ORG	WB	N	N	N
EDL14_ENG_3195	E0228126	PER	DF	N	Y	N
EDL14_ENG_3196	NIL0724	ORG	WB	Y	N	N
EDL14_ENG_3197	E0620647	PER	NW	N	N	N
EDL14_ENG_3198	E0757572	GPE	NW	N	N	N
EDL14_ENG_3199	E0180144	GPE	NW	N	N	N
EDL14_ENG_3200	E0566375	PER	DF	N	N	N
EDL14_ENG_3201	NIL0364	PER	WB	Y	Y	N
EDL14_ENG_3202	NIL0108	GPE	WB	N	Y	N
EDL14_ENG_3203	NIL0199	ORG	NW	N	Y	N
EDL14_ENG_3204	NIL0384	PER	WB	N	Y	N
EDL14_ENG_3205	E0736334	PER	NW	N	Y	N
EDL14_ENG_3206	E0076367	ORG	WB	N	Y	N
EDL14_ENG_3207	E0533911	GPE	NW	N	N	N
EDL14_ENG_3208	E0425289	PER	DF	N	Y	N
EDL14_ENG_3209	E0566375	PER	DF	N	N	N
EDL14_ENG_3210	NIL0128	PER	DF	N	N	Y
EDL14_ENG_3212	NIL0725	PER	WB	N	N	N
EDL14_ENG_3214	E0665283	GPE	DF	N	Y	N
EDL14_ENG_3215	E0811943	PER	DF	N	Y	N
EDL14_ENG_3216	E0284958	ORG	WB	N	Y	N
EDL14_ENG_3217	E0819391	PER	WB	N	Y	N
EDL14_ENG_3218	E0716249	ORG	NW	N	N	N
EDL14_ENG_3219	E0397796	ORG	NW	N	N	N
EDL14_ENG_3220	NIL0091	PER	DF	N	N	Y
EDL14_ENG_3221	NIL0004	PER	DF	N	N	Y
EDL14_ENG_3222	NIL0726	ORG	WB	N	Y	N
EDL14_ENG_3223	NIL0148	PER	WB	N	Y	N
EDL14_ENG_3225	E0787907	GPE	WB	N	N	N
EDL14_ENG_3226	E0476668	PER	WB	N	Y	N
EDL14_ENG_3227	E0116532	GPE	WB	N	N	N
EDL14_ENG_3228	E0538995	GPE	NW	N	Y	N
EDL14_ENG_3229	E0112071	GPE	WB	N	N	N
EDL14_ENG_3230	E0593713	ORG	DF	N	Y	N
EDL14_ENG_3231	NIL0539	PER	WB	N	N	Y
EDL14_ENG_3232	NIL0727	PER	NW	Y	Y	N
EDL14_ENG_3233	E0206063	PER	DF	Y	Y	N
EDL14_ENG_3234	E0199423	PER	DF	N	N	N
EDL14_ENG_3235	NIL0728	PER	WB	N	N	Y
EDL14_ENG_3236	E0814522	PER	DF	N	N	N
EDL14_ENG_3237	E0487694	PER	WB	N	Y	N
EDL14_ENG_3238	E0585369	GPE	WB	N	Y	N
EDL14_ENG_3239	NIL0521	PER	WB	N	N	Y
EDL14_ENG_3240	E0597018	PER	WB	N	N	N
EDL14_ENG_3241	NIL0013	PER	DF	N	N	Y
EDL14_ENG_3242	NIL0729	GPE	NW	N	N	N
EDL14_ENG_3243	NIL0730	PER	DF	N	N	Y
EDL14_ENG_3244	NIL0260	GPE	WB	N	N	N
EDL14_ENG_3245	E0793722	GPE	WB	N	N	N
EDL14_ENG_3246	NIL0240	PER	DF	N	N	Y
EDL14_ENG_3247	NIL0342	GPE	NW	Y	Y	N
EDL14_ENG_3248	E0802223	PER	DF	Y	Y	N
EDL14_ENG_3249	E0718219	ORG	DF	Y	N	N
EDL14_ENG_3250	E0230382	ORG	DF	N	N	N
EDL14_ENG_3251	E0620647	PER	NW	N	N	N
EDL14_ENG_3252	E0505048	GPE	NW	N	N	N
EDL14_ENG_3253	E0619026	GPE	NW	N	Y	N
EDL14_ENG_3254	NIL0432	PER	DF	N	N	Y
EDL14_ENG_3256	NIL0315	GPE	NW	N	N	N
EDL14_ENG_3257	NIL0731	PER	NW	N	N	N
EDL14_ENG_3258	E0553654	ORG	DF	N	Y	N
EDL14_ENG_3259	NIL0732	PER	DF	N	Y	N
EDL14_ENG_3260	NIL0013	PER	DF	N	N	Y
EDL14_ENG_3261	E0002344	PER	DF	N	Y	N
EDL14_ENG_3262	E0241006	GPE	NW	N	N	N
EDL14_ENG_3263	E0172970	PER	WB	N	N	N
EDL14_ENG_3264	NIL0666	PER	WB	N	N	N
EDL14_ENG_3265	E0713472	ORG	NW	N	N	N
EDL14_ENG_3266	E0466551	PER	NW	N	N	N
EDL14_ENG_3267	E0819391	PER	DF	N	N	N
EDL14_ENG_3268	NIL0562	PER	DF	N	N	N
EDL14_ENG_3269	E0390824	PER	DF	Y	N	N
EDL14_ENG_3270	E0793722	GPE	WB	N	Y	N
EDL14_ENG_3271	E0276615	PER	DF	N	Y	N
EDL14_ENG_3272	E0351249	GPE	WB	N	N	N
EDL14_ENG_3273	NIL0586	PER	NW	N	Y	N
EDL14_ENG_3274	NIL0733	PER	NW	Y	Y	N
EDL14_ENG_3275	E0032582	GPE	WB	N	Y	N
EDL14_ENG_3276	NIL0051	PER	NW	Y	Y	N
EDL14_ENG_3277	E0731783	PER	DF	N	N	N
EDL14_ENG_3278	NIL0734	PER	NW	Y	Y	N
EDL14_ENG_3279	E0514805	PER	NW	N	N	N
EDL14_ENG_3280	NIL0141	PER	DF	N	Y	N
EDL14_ENG_3281	NIL0735	ORG	WB	Y	Y	N
EDL14_ENG_3282	NIL0736	PER	DF	Y	Y	N
EDL14_ENG_3283	E0475237	PER	DF	N	N	N
EDL14_ENG_3284	E0585074	GPE	WB	N	N	N
EDL14_ENG_3285	NIL0307	PER	DF	N	N	Y
EDL14_ENG_3286	NIL0072	PER	DF	N	N	Y
EDL14_ENG_3288	E0521421	PER	NW	N	N	N
EDL14_ENG_3289	NIL0463	ORG	NW	Y	Y	N
EDL14_ENG_3290	NIL0523	PER	DF	N	N	Y
EDL14_ENG_3291	NIL0091	PER	DF	N	N	Y
EDL14_ENG_3292	E0438774	ORG	NW	N	Y	N
EDL14_ENG_3293	E0668404	PER	NW	N	Y	N
EDL14_ENG_3294	NIL0017	ORG	WB	Y	N	N
EDL14_ENG_3295	E0647882	GPE	WB	N	N	N
EDL14_ENG_3296	NIL0129	PER	DF	N	N	Y
EDL14_ENG_3297	E0044267	ORG	NW	N	N	N
EDL14_ENG_3298	E0373682	GPE	NW	N	N	N
EDL14_ENG_3299	E0748134	ORG	DF	N	Y	N
EDL14_ENG_3300	E0797690	PER	WB	N	N	N
EDL14_ENG_3302	NIL0055	ORG	WB	Y	Y	N
EDL14_ENG_3303	E0373950	GPE	WB	N	Y	N
EDL14_ENG_3304	E0679687	GPE	NW	N	N	N
EDL14_ENG_3305	E0626434	GPE	NW	N	N	N
EDL14_ENG_3306	NIL0170	GPE	WB	Y	Y	N
EDL14_ENG_3307	E0018102	GPE	NW	Y	Y	N
EDL14_ENG_3308	E0505048	GPE	NW	N	N	N
EDL14_ENG_3309	NIL0737	PER	DF	N	N	Y
EDL14_ENG_3310	E0647882	GPE	WB	N	N	N
EDL14_ENG_3311	NIL0738	PER	DF	N	N	Y
EDL14_ENG_3312	NIL0739	PER	DF	N	N	Y
EDL14_ENG_3313	E0710980	PER	DF	N	N	N
EDL14_ENG_3314	NIL0060	PER	DF	N	N	Y
EDL14_ENG_3315	E0597018	PER	WB	N	N	N
EDL14_ENG_3316	E0131077	PER	DF	N	N	N
EDL14_ENG_3317	E0158073	PER	DF	N	Y	N
EDL14_ENG_3318	NIL0004	PER	DF	N	N	Y
EDL14_ENG_3320	E0174306	GPE	NW	Y	Y	N
EDL14_ENG_3321	E0679687	GPE	WB	N	Y	N
EDL14_ENG_3322	NIL0740	PER	NW	Y	Y	N
EDL14_ENG_3323	E0606950	PER	DF	N	N	N
EDL14_ENG_3324	E0553654	ORG	DF	N	Y	N
EDL14_ENG_3325	E0728017	PER	DF	N	Y	N
EDL14_ENG_3326	E0296273	PER	DF	N	N	N
EDL14_ENG_3327	E0793722	GPE	WB	N	Y	N
EDL14_ENG_3328	NIL0062	PER	DF	Y	Y	Y
EDL14_ENG_3329	E0625376	GPE	NW	N	N	N
EDL14_ENG_3330	NIL0349	PER	DF	N	N	Y
EDL14_ENG_3331	E0431452	GPE	NW	Y	N	N
EDL14_ENG_3332	NIL0367	ORG	NW	N	Y	N
EDL14_ENG_3333	NIL0741	ORG	WB	Y	N	N
EDL14_ENG_3334	NIL0192	PER	WB	N	N	Y
EDL14_ENG_3335	E0338923	ORG	WB	N	Y	N
EDL14_ENG_3336	E0593713	ORG	WB	N	Y	N
EDL14_ENG_3337	NIL0317	PER	DF	N	N	Y
EDL14_ENG_3338	E0679687	GPE	NW	N	N	N
EDL14_ENG_3339	NIL0724	ORG	WB	Y	N	N
EDL14_ENG_3340	NIL0742	PER	WB	Y	N	N
EDL14_ENG_3341	NIL0595	PER	DF	N	N	Y
EDL14_ENG_3342	E0731401	ORG	WB	N	Y	N
EDL14_ENG_3343	E0162920	GPE	NW	N	N	N
EDL14_ENG_3344	E0533431	GPE	NW	N	N	N
EDL14_ENG_3345	NIL0252	PER	DF	N	N	Y
EDL14_ENG_3346	E0396327	PER	DF	N	N	N
EDL14_ENG_3347	E0346994	ORG	NW	Y	Y	N
EDL14_ENG_3348	E0172970	PER	WB	N	N	N
EDL14_ENG_3349	NIL0347	PER	WB	N	N	Y
EDL14_ENG_3350	E0814522	PER	DF	N	Y	N
EDL14_ENG_3352	NIL0060	PER	DF	N	N	Y
EDL14_ENG_3353	E0597018	PER	WB	Y	N	N
EDL14_ENG_3354	E0679687	GPE	WB	N	N	N
EDL14_ENG_3355	E0145816	GPE	WB	N	Y	N
EDL14_ENG_3356	NIL0107	ORG	WB	N	Y	N
EDL14_ENG_3357	NIL0004	PER	DF	N	N	Y
EDL14_ENG_3358	NIL0117	GPE	WB	Y	Y	N
EDL14_ENG_3359	E0597018	PER	WB	N	N	N
EDL14_ENG_3360	NIL0031	PER	DF	N	N	Y
EDL14_ENG_3361	NIL0112	PER	WB	N	N	Y
EDL14_ENG_3362	E0696372	GPE	WB	N	N	N
EDL14_ENG_3363	NIL0743	ORG	NW	N	Y	N
EDL14_ENG_3364	E0511707	ORG	WB	N	N	N
EDL14_ENG_3365	NIL0170	GPE	WB	N	Y	N
EDL14_ENG_3366	E0312888	PER	DF	N	N	N
EDL14_ENG_3367	NIL0744	PER	NW	N	Y	N
EDL14_ENG_3368	NIL0167	PER	DF	Y	Y	N
EDL14_ENG_3369	NIL0519	PER	DF	Y	N	Y
EDL14_ENG_3370	NIL0021	PER	DF	N	N	Y
EDL14_ENG_3371	E0284184	PER	DF	Y	Y	N
EDL14_ENG_3372	E0698870	GPE	NW	N	Y	N
EDL14_ENG_3373	NIL0745	ORG	WB	N	N	N
EDL14_ENG_3374	E0504815	PER	NW	N	N	N
EDL14_ENG_3375	E0390824	PER	DF	Y	N	N
EDL14_ENG_3376	NIL0255	PER	DF	N	N	Y
EDL14_ENG_3377	E0505048	GPE	NW	N	N	N
EDL14_ENG_3378	NIL0104	GPE	DF	N	Y	N
EDL14_ENG_3379	E0042311	GPE	NW	N	N	N
EDL14_ENG_3380	E0227839	PER	DF	N	Y	N
EDL14_ENG_3382	E0124100	ORG	WB	N	Y	N
EDL14_ENG_3383	E0656607	ORG	NW	N	N	N
EDL14_ENG_3384	E0679687	GPE	WB	N	Y	N
EDL14_ENG_3385	E0449519	GPE	NW	N	N	N
EDL14_ENG_3386	E0622606	PER	WB	N	Y	N
EDL14_ENG_3387	NIL0746	ORG	WB	N	Y	N
EDL14_ENG_3388	NIL0088	GPE	WB	N	N	N
EDL14_ENG_3389	NIL0747	PER	DF	N	N	Y
EDL14_ENG_3390	NIL0572	PER	WB	N	N	Y
EDL14_ENG_3391	NIL0062	PER	DF	N	N	Y
EDL14_ENG_3392	NIL0184	ORG	WB	N	Y	N
EDL14_ENG_3393	E0396749	ORG	DF	N	Y	N
EDL14_ENG_3394	NIL0422	PER	DF	N	N	Y
EDL14_ENG_3396	NIL0312	PER	DF	N	Y	Y
EDL14_ENG_3397	NIL0319	PER	WB	N	N	N
EDL14_ENG_3398	E0127815	GPE	WB	N	N	N
EDL14_ENG_3399	E0679687	GPE	DF	N	N	N
EDL14_ENG_3400	E0578237	GPE	NW	N	N	N
EDL14_ENG_3401	NIL0055	ORG	WB	Y	Y	N
EDL14_ENG_3402	E0625376	GPE	DF	N	Y	N
EDL14_ENG_3403	E0622747	PER	NW	N	Y	N
EDL14_ENG_3404	NIL0748	ORG	DF	N	Y	N
EDL14_ENG_3405	E0196112	PER	DF	Y	Y	N
EDL14_ENG_3406	E0514805	PER	NW	N	N	N
EDL14_ENG_3407	E0024541	ORG	WB	N	Y	N
EDL14_ENG_3408	E0484023	PER	DF	N	N	N
EDL14_ENG_3409	NIL0749	PER	DF	N	Y	Y
EDL14_ENG_3410	E0675324	PER	DF	N	N	N
EDL14_ENG_3411	E0672612	GPE	DF	N	Y	N
EDL14_ENG_3412	E0558935	ORG	WB	N	N	N
EDL14_ENG_3413	NIL0055	ORG	WB	Y	Y	N
EDL14_ENG_3414	NIL0030	PER	WB	N	N	Y
EDL14_ENG_3415	NIL0750	PER	DF	N	N	Y
EDL14_ENG_3416	E0566375	PER	DF	N	N	N
EDL14_ENG_3417	E0668404	PER	NW	N	Y	N
EDL14_ENG_3418	NIL0751	PER	NW	N	N	N
EDL14_ENG_3419	E0751755	PER	DF	N	Y	N
EDL14_ENG_3420	NIL0676	PER	DF	N	N	Y
EDL14_ENG_3421	E0489691	ORG	NW	N	N	N
EDL14_ENG_3422	E0629641	PER	NW	N	Y	N
EDL14_ENG_3423	NIL0117	GPE	WB	Y	Y	N
EDL14_ENG_3424	E0039357	GPE	NW	N	N	N
EDL14_ENG_3425	E0786334	PER	NW	N	Y	N
EDL14_ENG_3426	E0799638	PER	DF	N	Y	N
EDL14_ENG_3427	NIL0752	ORG	WB	N	Y	N
EDL14_ENG_3428	E0082933	PER	DF	N	Y	N
EDL14_ENG_3429	E0436971	ORG	DF	N	N	N
EDL14_ENG_3430	E0475237	PER	WB	N	Y	N
EDL14_ENG_3431	NIL0520	PER	WB	Y	N	N
EDL14_ENG_3432	E0702628	PER	WB	N	Y	N
EDL14_ENG_3433	E0627737	ORG	NW	N	N	N
EDL14_ENG_3434	E0216754	PER	WB	N	Y	N
EDL14_ENG_3435	E0622606	PER	WB	N	Y	N
EDL14_ENG_3436	NIL0017	ORG	WB	Y	N	N
EDL14_ENG_3437	E0305323	PER	WB	N	Y	N
EDL14_ENG_3438	NIL0060	PER	DF	N	N	N
EDL14_ENG_3439	E0776977	PER	WB	N	Y	N
EDL14_ENG_3440	E0383775	PER	WB	Y	Y	N
EDL14_ENG_3441	NIL0081	PER	DF	N	N	Y
EDL14_ENG_3442	NIL0658	PER	DF	N	N	Y
EDL14_ENG_3443	NIL0060	PER	DF	N	N	Y
EDL14_ENG_3444	E0786334	PER	NW	N	Y	N
EDL14_ENG_3445	E0766895	ORG	NW	N	N	N
EDL14_ENG_3446	NIL0421	PER	WB	N	N	N
EDL14_ENG_3447	NIL0240	PER	DF	N	N	Y
EDL14_ENG_3448	NIL0002	PER	DF	N	N	Y
EDL14_ENG_3449	E0606995	PER	DF	N	N	N
EDL14_ENG_3450	E0658319	GPE	DF	N	N	N
EDL14_ENG_3451	E0516634	PER	WB	N	Y	N
EDL14_ENG_3452	E0396327	PER	DF	N	N	N
EDL14_ENG_3453	E0421035	PER	DF	Y	Y	N
EDL14_ENG_3454	NIL0753	PER	DF	N	N	Y
EDL14_ENG_3455	E0773407	ORG	DF	N	N	N
EDL14_ENG_3456	E0553654	ORG	DF	N	Y	N
EDL14_ENG_3457	NIL0291	ORG	NW	N	Y	N
EDL14_ENG_3458	NIL0754	PER	DF	Y	Y	Y
EDL14_ENG_3459	E0097522	GPE	WB	Y	Y	N
EDL14_ENG_3460	NIL0755	ORG	NW	N	Y	N
EDL14_ENG_3461	NIL0076	PER	DF	N	N	Y
EDL14_ENG_3462	E0505048	GPE	NW	N	N	N
EDL14_ENG_3463	NIL0182	PER	NW	Y	Y	N
EDL14_ENG_3464	E0642032	GPE	WB	N	N	N
EDL14_ENG_3465	E0545558	PER	DF	N	N	N
EDL14_ENG_3466	NIL0756	PER	WB	N	N	Y
EDL14_ENG_3467	E0525761	GPE	WB	N	Y	N
EDL14_ENG_3468	E0142936	PER	DF	N	N	N
EDL14_ENG_3469	E0521421	PER	NW	N	N	N
EDL14_ENG_3470	NIL0757	PER	WB	N	N	Y
EDL14_ENG_3471	E0819391	PER	DF	N	N	N
EDL14_ENG_3472	E0747083	ORG	NW	N	Y	N
EDL14_ENG_3473	NIL0758	PER	DF	N	N	Y
EDL14_ENG_3474	NIL0357	PER	WB	N	N	N
EDL14_ENG_3475	NIL0759	PER	WB	N	Y	N
EDL14_ENG_3476	NIL0076	PER	DF	N	N	Y
EDL14_ENG_3477	NIL0031	PER	DF	N	Y	Y
EDL14_ENG_3478	NIL0462	PER	WB	Y	N	N
EDL14_ENG_3479	E0797932	GPE	DF	N	N	N
EDL14_ENG_3480	NIL0357	PER	WB	N	N	N
EDL14_ENG_3481	E0448848	PER	DF	N	N	N
EDL14_ENG_3484	NIL0174	PER	WB	N	N	N
EDL14_ENG_3485	NIL0060	PER	DF	N	N	Y
EDL14_ENG_3486	E0814522	PER	DF	N	N	N
EDL14_ENG_3487	E0338923	ORG	WB	N	Y	N
EDL14_ENG_3488	E0236617	ORG	WB	N	Y	N
EDL14_ENG_3490	E0029991	GPE	WB	N	N	N
EDL14_ENG_3491	NIL0722	ORG	NW	Y	Y	N
EDL14_ENG_3492	E0479218	GPE	WB	N	Y	N
EDL14_ENG_3493	NIL0760	PER	DF	N	N	Y
EDL14_ENG_3494	E0234448	GPE	NW	N	N	N
EDL14_ENG_3495	NIL0761	PER	DF	N	N	Y
EDL14_ENG_3496	NIL0062	PER	DF	Y	Y	Y
EDL14_ENG_3497	E0349508	GPE	WB	N	Y	N
EDL14_ENG_3498	E0185795	ORG	NW	N	N	N
EDL14_ENG_3499	NIL0762	PER	WB	N	N	Y
EDL14_ENG_3500	E0679687	GPE	WB	N	Y	N
EDL14_ENG_3502	NIL0297	PER	NW	N	Y	N
EDL14_ENG_3503	E0728017	PER	DF	N	Y	N
